,0
9383,vfi                                                Score: 0.192216184105794
9384,rijhouding                                         Score: 0.19219838873073586
9385,plezieriger                                        Score: 0.1921830421450396
9386,vooruitzicht                                       Score: 0.1921362869439538
9387,lampje                                             Score: 0.19213521210871107
9388,sterling                                           Score: 0.19209243695088113
9389,kolossale                                          Score: 0.19206754707342855
9390,foor                                               Score: 0.19202338260855747
9391,marengo                                            Score: 0.19192685197436546
9392,hsr                                                Score: 0.19192649117754956
9393,magnum                                             Score: 0.1918945367870805
9394,brachten                                           Score: 0.1918896605054978
9395,leerzaam                                           Score: 0.1918841062024859
9396,wea                                                Score: 0.19184089942413166
9397,nagekeken                                          Score: 0.19179313746438093
9398,veert                                              Score: 0.19179019852905363
9399,xri                                                Score: 0.19178762814399977
9400,transaktie                                         Score: 0.19178756119736343
9401,rallyerijders                                      Score: 0.19177808371614585
9402,bwl                                                Score: 0.19177799600637313
9403,konditie                                           Score: 0.19177280181371337
9404,imk                                                Score: 0.19175256814913813
9405,verend                                             Score: 0.1916217633009981
9406,vvw                                                Score: 0.19160388580691023
9407,tmw                                                Score: 0.19160327454373388
9408,toto                                               Score: 0.19154395426148169
9409,benauwd                                            Score: 0.19150604847517158
9410,llllil                                             Score: 0.1915055109449489
9411,pot                                                Score: 0.1914247863054014
9412,huist                                              Score: 0.191412803136661
9413,wishbone                                           Score: 0.19134764938976717
9414,wsss                                               Score: 0.19131128864893118
9415,verveelt                                           Score: 0.1913057322679822
9416,itb                                                Score: 0.1912901075266015
9417,baerlestraat                                       Score: 0.19124897294127421
9418,bim                                                Score: 0.19120632098943016
9419,ink                                                Score: 0.19119355064559507
9420,nim                                                Score: 0.1911930541059148
9421,raast                                              Score: 0.19119119792274164
9422,inwisselen                                         Score: 0.19113306594406715
9423,bochtvastheid                                      Score: 0.19112161933490807
9424,iifl                                               Score: 0.19111646599629317
9425,renaultkilometers                                  Score: 0.19111518830210206
9426,luttele                                            Score: 0.19109550062026454
9427,gerekend                                           Score: 0.19103755640645567
9428,bbbv                                               Score: 0.191018799021142
9429,jiii                                               Score: 0.19099916717967144
9430,aanslag                                            Score: 0.1909688265458728
9431,hof                                                Score: 0.19096479921349566
9432,weigeren                                           Score: 0.19094753058235125
9433,uiw                                                Score: 0.19093649563637682
9434,waens                                              Score: 0.19092092493802318
9435,teerd                                              Score: 0.19091636081213145
9436,achte                                              Score: 0.19090064033933768
9437,uci                                                Score: 0.19087210895372983
9438,kweek                                              Score: 0.19084170670941145
9439,rsl                                                Score: 0.19084156604019797
9440,vcv                                                Score: 0.19081877889048934
9441,tml                                                Score: 0.19080124190579348
9442,jop                                                Score: 0.19079740362127892
9443,prizen                                             Score: 0.19074235562083003
9444,restant                                            Score: 0.190741375446743
9445,heidsvoorzieningen                                 Score: 0.19072436382737112
9446,fep                                                Score: 0.19066201101049535
9447,jvi                                                Score: 0.19065649942135235
9448,doorslaggevend                                     Score: 0.19063067002297024
9449,beesd                                              Score: 0.19058375765046454
9450,rfp                                                Score: 0.19058318488086695
9451,automobielindustrie                                Score: 0.19058061077970784
9452,alm                                                Score: 0.1905644369666551
9453,koplamp                                            Score: 0.19049225357258806
9454,jflf                                               Score: 0.19040560215731822
9455,glanzend                                           Score: 0.19039107761921847
9456,tbi                                                Score: 0.19039041360714587
9457,vervullen                                          Score: 0.19036263301969694
9458,verkrijg                                           Score: 0.19034967247032866
9459,roestvrijstalen                                    Score: 0.19034579713237748
9460,jrj                                                Score: 0.19034085600047143
9461,oerdegelijk                                        Score: 0.19032232074652455
9462,mas                                                Score: 0.19031643072671017
9463,ziehier                                            Score: 0.19028049822983695
9464,btl                                                Score: 0.19024925369255166
9465,winkels                                            Score: 0.19023262644264227
9466,fjh                                                Score: 0.19020566129701746
9467,aln                                                Score: 0.1901929233324093
9468,uitvalt                                            Score: 0.19011998498097527
9469,euronormmotor                                      Score: 0.19004951833428835
9470,kuilen                                             Score: 0.19003817914739166
9471,mobil                                              Score: 0.1900338707512147
9472,straalt                                            Score: 0.18996519581074894
9473,aandrijforganen                                    Score: 0.1899525779276176
9474,speaker                                            Score: 0.1899453356993503
9475,eindigen                                           Score: 0.18992439195346494
9476,yyyyy                                              Score: 0.18989628046225648
9477,drieweg                                            Score: 0.18988127213335962
9478,brug                                               Score: 0.18986734014620268
9479,steven                                             Score: 0.18986456700919788
9480,tiet                                               Score: 0.18985901939340905
9481,kleppers                                           Score: 0.18983437091594418
9482,nault                                              Score: 0.1898301098664078
9483,mte                                                Score: 0.18982285970690724
9484,geschonken                                         Score: 0.18980135685895033
9485,iwii                                               Score: 0.18979862395092967
9486,carterventilatiesysteem                            Score: 0.18979629342039314
9487,vergezeld                                          Score: 0.18979072038473035
9488,erkenning                                          Score: 0.18974471102322715
9489,tieren                                             Score: 0.18966372727579717
9490,notaris                                            Score: 0.1896419454704929
9491,vice                                               Score: 0.1896213280585585
9492,artikel                                            Score: 0.1895102192231266
9493,amsterdamsche                                      Score: 0.18949119662279676
9494,categorie                                          Score: 0.18945647269125665
9495,autosport                                          Score: 0.1894524942213965
9496,kool                                               Score: 0.18940168312193317
9497,sra                                                Score: 0.18938999646602467
9498,geschoolde                                         Score: 0.18937211973054374
9499,dry                                                Score: 0.18934772653044393
9500,injec                                              Score: 0.18933915385227648
9501,toegestuurd                                        Score: 0.18933479507271062
9502,paneel                                             Score: 0.18933219047743272
9503,saa                                                Score: 0.18932532854517534
9504,nogmaals                                           Score: 0.18931809995426557
9505,beperkende                                         Score: 0.18931506194630418
9506,btk                                                Score: 0.18928284754054125
9507,mjt                                                Score: 0.18921908903593865
9508,mvm                                                Score: 0.18920488378855715
9509,noot                                               Score: 0.18919528531870056
9510,brava                                              Score: 0.18916449037394456
9511,smw                                                Score: 0.18914686952155466
9512,gooien                                             Score: 0.18913863713078713
9513,personal                                           Score: 0.18913200303022126
9514,ontspan                                            Score: 0.1890787653478307
9515,geprolongeerd                                      Score: 0.18904221920198375
9516,positief                                           Score: 0.1889763006674884
9517,itti                                               Score: 0.18896884467395492
9518,pkf                                                Score: 0.18895827787668315
9519,overschrijving                                     Score: 0.1889223117572016
9520,bandenvernieuwingsbedrijf                          Score: 0.1889135498600382
9521,ooi                                                Score: 0.18880960777540126
9522,starter                                            Score: 0.18880462514668753
9523,boxer                                              Score: 0.1887669691972977
9524,aji                                                Score: 0.18876616670980947
9525,smca                                               Score: 0.18875717918877635
9526,ruk                                                Score: 0.18873429820039928
9527,diem                                               Score: 0.1887265049969065
9528,kevers                                             Score: 0.18871498642476825
9529,afstelling                                         Score: 0.18870965172110044
9530,opgewassen                                         Score: 0.1887087712934758
9531,ltf                                                Score: 0.1887016201338414
9532,asferisch                                          Score: 0.18869318121469117
9533,bbbbb                                              Score: 0.18868714697493716
9534,kst                                                Score: 0.18867720030535878
9535,eigentijds                                         Score: 0.18867026468214973
9536,iaa                                                Score: 0.18857191535415635
9537,urenlang                                           Score: 0.18856338491096633
9538,wmmmw                                              Score: 0.18845568897752288
9539,achterbumper                                       Score: 0.18841567605555223
9540,verminderd                                         Score: 0.18840778779644296
9541,twincam                                            Score: 0.1884014963448399
9542,duurste                                            Score: 0.18840127973849569
9543,smalle                                             Score: 0.18839985201026185
9544,aij                                                Score: 0.18838389473943412
9545,wmv                                                Score: 0.18838362525509048
9546,totaalbedrag                                       Score: 0.18836893412330843
9547,ttj                                                Score: 0.18830587212295474
9548,pjr                                                Score: 0.18830168962779165
9549,lawine                                             Score: 0.1882560223224205
9550,voorzijde                                          Score: 0.18825157688006958
9551,sensoren                                           Score: 0.1882474179098123
9552,financie                                           Score: 0.18822480052413512
9553,demazda                                            Score: 0.18818925627802965
9554,hoi                                                Score: 0.18817847945535077
9555,gewaar                                             Score: 0.18817827726295142
9556,overhellen                                         Score: 0.188172927724678
9557,haagse                                             Score: 0.1881590195866954
9558,ket                                                Score: 0.18815200752242603
9559,pruzen                                             Score: 0.18813443270171687
9560,bai                                                Score: 0.18809921637163954
9561,uitnodigend                                        Score: 0.1880980307304373
9562,jpk                                                Score: 0.18807002722584634
9563,alie                                               Score: 0.1880657160726096
9564,levenslust                                         Score: 0.1880490953020573
9565,napelsstraat                                       Score: 0.1880479750048715
9566,swingende                                          Score: 0.18798846339270978
9567,esen                                               Score: 0.18797123957598968
9568,klimt                                              Score: 0.18796634729502132
9569,mlt                                                Score: 0.1879262488255923
9570,hotels                                             Score: 0.18785716269409747
9571,ire                                                Score: 0.18777490715184647
9572,autobussen                                         Score: 0.18774281058561845
9573,beroepsvervoerder                                  Score: 0.18773304059384416
9574,tbs                                                Score: 0.18768746042403872
9575,divisie                                            Score: 0.18766751436869178
9576,stootje                                            Score: 0.18766354570573024
9577,drukte                                             Score: 0.18765236820620176
9578,nun                                                Score: 0.18764369384870913
9579,koopsom                                            Score: 0.18758973720022684
9580,ioi                                                Score: 0.18758265283253392
9581,hatch                                              Score: 0.18751099264779802
9582,aer                                                Score: 0.18742313590945658
9583,jps                                                Score: 0.1874228252513625
9584,lpi                                                Score: 0.18742072149216266
9585,date                                               Score: 0.18738403900591366
9586,medewerker                                         Score: 0.18736940235443972
9587,wsl                                                Score: 0.1873350922144904
9588,rmm                                                Score: 0.18732845821452584
9589,aankomsthal                                        Score: 0.18730633193297022
9590,jpb                                                Score: 0.18729595580764757
9591,tlm                                                Score: 0.18729120799872742
9592,onzekere                                           Score: 0.18726843333329035
9593,schimmen                                           Score: 0.18721569605272662
9594,jju                                                Score: 0.18716271605870816
9595,onbekende                                          Score: 0.18715415518858713
9596,cruise                                             Score: 0.18713776565001838
9597,stahoogte                                          Score: 0.18711708545556271
9598,briefkaart                                         Score: 0.18709212350825247
9599,supermirafiori                                     Score: 0.1870901449173799
9600,vbl                                                Score: 0.18708198960884284
9601,jje                                                Score: 0.1870501606537185
9602,luisteren                                          Score: 0.1870326457678708
9603,cees                                               Score: 0.1870157950100651
9604,uitvoeren                                          Score: 0.18700819046611286
9605,mmwmw                                              Score: 0.1869865539861852
9606,ass                                                Score: 0.18698629063921665
9607,gelang                                             Score: 0.18697723281021583
9608,ftfl                                               Score: 0.18696704964812683
9609,grey                                               Score: 0.18695797165423958
9610,automobielbedrij                                   Score: 0.18693663366594993
9611,wilhelminasingel                                   Score: 0.18692847832190002
9612,knaap                                              Score: 0.1869277528710343
9613,meeruitrusting                                     Score: 0.18689128023929105
9614,sprong                                             Score: 0.1868657875350918
9615,tronische                                          Score: 0.18686278642718765
9616,bjt                                                Score: 0.18683296273656194
9617,landelijke                                         Score: 0.18677980629698282
9618,voorvering                                         Score: 0.18677537372085123
9619,lhi                                                Score: 0.18677268774707295
9620,vvl                                                Score: 0.18674823101864743
9621,wstelaan                                           Score: 0.18674511402196878
9622,nederl                                             Score: 0.18667051711207236
9623,bucket                                             Score: 0.18666991363190258
9624,publikatie                                         Score: 0.1866657105360119
9625,onmiddellijke                                      Score: 0.1866635975332593
9626,amersfoortseweg                                    Score: 0.18666067248867652
9627,onverhoopt                                         Score: 0.18665900793847098
9628,gevoelige                                          Score: 0.18664523544122946
9629,krap                                               Score: 0.18663610050032653
9630,inhaaltijd                                         Score: 0.18658231940745765
9631,uitgevonden                                        Score: 0.18656877350970186
9632,ongelimiteerd                                      Score: 0.18653725199732873
9633,bruine                                             Score: 0.18650985302696804
9634,kippevel                                           Score: 0.1865087422218851
9635,wekelijks                                          Score: 0.18643451084948492
9636,rfs                                                Score: 0.18638667463893507
9637,skw                                                Score: 0.18635069376652544
9638,optreden                                           Score: 0.1862917320769249
9639,contract                                           Score: 0.18628748646158994
9640,mannelijke                                         Score: 0.18618295049431083
9641,jjg                                                Score: 0.18615028406754897
9642,toestaat                                           Score: 0.18610687717072555
9643,civics                                             Score: 0.18607770017291875
9644,fri                                                Score: 0.18605541497338288
9645,levertijden                                        Score: 0.18604169201192924
9646,puntje                                             Score: 0.18603221192945113
9647,mooist                                             Score: 0.18602452862282765
9648,afrika                                             Score: 0.18601649626902428
9649,peugeoi                                            Score: 0.1860104866502218
9650,uiterlijke                                         Score: 0.18598696537372852
9651,hartje                                             Score: 0.18595430043137987
9652,eindigt                                            Score: 0.18594732321609125
9653,jtj                                                Score: 0.18593044472824863
9654,lun                                                Score: 0.18590117037976597
9655,meegerekend                                        Score: 0.1858805558007307
9656,slechtste                                          Score: 0.18587235859190804
9657,waardering                                         Score: 0.18584823608120052
9658,fiattype                                           Score: 0.1858413532145668
9659,alarmknipperlichten                                Score: 0.18581833608647777
9660,noodstop                                           Score: 0.18580716003743517
9661,rosserie                                           Score: 0.1857876876451549
9662,karaktertrekken                                    Score: 0.1857816471476536
9663,vergist                                            Score: 0.1857811968331597
9664,argument                                           Score: 0.18577337973130292
9665,rialto                                             Score: 0.1857594991339399
9666,zescylinder                                        Score: 0.18575415766774997
9667,sass                                               Score: 0.18574939606263705
9668,opgelet                                            Score: 0.18570462299896615
9669,stuurbekrach                                       Score: 0.18570344541059516
9670,tijdje                                             Score: 0.18569466611512886
9671,verbaasd                                           Score: 0.18568812555981978
9672,zekerheidspakket                                   Score: 0.18567792627447202
9673,bestuurbaar                                        Score: 0.18567631765048567
9674,hlh                                                Score: 0.18559110074027418
9675,austindealer                                       Score: 0.1855714759891237
9676,vlgs                                               Score: 0.18555777098813686
9677,mos                                                Score: 0.18551847861608145
9678,verleiden                                          Score: 0.18546940745131626
9679,stillere                                           Score: 0.18541911233462843
9680,micalak                                            Score: 0.18540611018264608
9681,profijt                                            Score: 0.1853831880545563
9682,wilhelm                                            Score: 0.185380148159829
9683,sgg                                                Score: 0.18530484327021063
9684,bewonderd                                          Score: 0.18529194770807958
9685,tyi                                                Score: 0.18528213991715992
9686,organiseert                                        Score: 0.18527705854263452
9687,renaulti                                           Score: 0.18523218457915872
9688,zekering                                           Score: 0.185218858939336
9689,dot                                                Score: 0.18502178759303686
9690,topper                                             Score: 0.18498608119037657
9691,swm                                                Score: 0.18497727665923508
9692,irw                                                Score: 0.18493925494766508
9693,kwaliteitsniveau                                   Score: 0.18492592582147815
9694,dieselrijders                                      Score: 0.18487470186475788
9695,law                                                Score: 0.18487125374236874
9696,mm                                                 Score: 0.18483552367112033
9697,zessen                                             Score: 0.1848165918401786
9698,primera                                            Score: 0.18476305630813175
9699,mama                                               Score: 0.18475905858757988
9700,naaste                                             Score: 0.18475593413640326
9701,qpel                                               Score: 0.1847155878248402
9702,oosten                                             Score: 0.18471164201465953
9703,deerd                                              Score: 0.18470488721238296
9704,gestroomlijnd                                      Score: 0.18462946137949154
9705,steile                                             Score: 0.18461761107064945
9706,staten                                             Score: 0.1845988396718871
9707,mers                                               Score: 0.18458038472801433
9708,koo                                                Score: 0.18456256161637435
9709,ratis                                              Score: 0.18456255034255914
9710,shj                                                Score: 0.18451586947000784
9711,geklede                                            Score: 0.18451060923059553
9712,verklikkers                                        Score: 0.18448419456176104
9713,partikuliere                                       Score: 0.18447762359738334
9714,rivira                                             Score: 0.18447740555928022
9715,lijnrechte                                         Score: 0.18447329107453553
9716,bijbetalen                                         Score: 0.18439844651522802
9717,juk                                                Score: 0.18437810835637125
9718,laklaag                                            Score: 0.18437152557984615
9719,jljl                                               Score: 0.1843253885792969
9720,liiii                                              Score: 0.18431961925602208
9721,verklaren                                          Score: 0.1842795655648251
9722,original                                           Score: 0.18424071854239557
9723,verwijderd                                         Score: 0.18415915077297323
9724,fry                                                Score: 0.18415784418039263
9725,effect                                             Score: 0.1841523353618368
9726,leyla                                              Score: 0.18414857332531068
9727,amr                                                Score: 0.18413231206045064
9728,lier                                               Score: 0.18412938495603132
9729,bta                                                Score: 0.18412725043295586
9730,specificaties                                      Score: 0.1841207796719377
9731,levertijd                                          Score: 0.1841089007543321
9732,storting                                           Score: 0.18406494782647204
9733,fellere                                            Score: 0.18406234607391406
9734,jlijl                                              Score: 0.18403570042945708
9735,autowensen                                         Score: 0.18402311622604145
9736,leerd                                              Score: 0.18400884155689112
9737,jpm                                                Score: 0.18400799561103884
9738,quartzklok                                         Score: 0.18398055959460818
9739,ascot                                              Score: 0.18397477696700562
9740,aes                                                Score: 0.18391458500603128
9741,fiatafwerking                                      Score: 0.1838750761673745
9742,tta                                                Score: 0.18380087641373705
9743,haagtel                                            Score: 0.18379653911846555
9744,spotkoopjes                                        Score: 0.18379247460671
9745,hartelust                                          Score: 0.18373387727811843
9746,puntgave                                           Score: 0.18373308305931596
9747,hrl                                                Score: 0.18368841070031316
9748,prijsje                                            Score: 0.1836851234352477
9749,chryslers                                          Score: 0.18365519429891036
9750,degenen                                            Score: 0.1836150781116887
9751,zijdige                                            Score: 0.18361069916714956
9752,cen                                                Score: 0.18348265974118053
9753,richtingaanwijzers                                 Score: 0.18344755024489012
9754,bhw                                                Score: 0.18343604454424386
9755,vermo                                              Score: 0.1834230457974785
9756,bbbf                                               Score: 0.18339651757090983
9757,bevroren                                           Score: 0.18338601746602348
9758,dea                                                Score: 0.18338314514601128
9759,universele                                         Score: 0.18334772559675644
9760,wibautstraati                                      Score: 0.18333204150784776
9761,eeft                                               Score: 0.18331212393307283
9762,bna                                                Score: 0.18330489076027362
9763,bjp                                                Score: 0.18328386386125428
9764,meevallen                                          Score: 0.18325107070829413
9765,beslagen                                           Score: 0.18324022132124215
9766,pord                                               Score: 0.18317864227008152
9767,heerenveen                                         Score: 0.18316169376796435
9768,ise                                                Score: 0.18314928321708768
9769,signaallicht                                       Score: 0.1831461225683249
9770,jra                                                Score: 0.1831313472439744
9771,pok                                                Score: 0.18312887057559968
9772,fmi                                                Score: 0.18308868168936848
9773,strip                                              Score: 0.18306118263711477
9774,ttw                                                Score: 0.1830515580262823
9775,geluiden                                           Score: 0.18302625717946006
9776,slmca                                              Score: 0.18302616557603504
9777,felste                                             Score: 0.18295426505982904
9778,tyj                                                Score: 0.18294794978577245
9779,radioantenne                                       Score: 0.18291851635867398
9780,psl                                                Score: 0.18289782475827812
9781,overtreffende                                      Score: 0.1828798734867627
9782,wfe                                                Score: 0.18282105574115767
9783,blh                                                Score: 0.1827778327935139
9784,levendig                                           Score: 0.18274392220200972
9785,ngen                                               Score: 0.1827140618362369
9786,vif                                                Score: 0.1827016433892097
9787,zijstrips                                          Score: 0.1826463397308889
9788,graad                                              Score: 0.18263946666141997
9789,maasland                                           Score: 0.1826181016857815
9790,baby                                               Score: 0.18261658033463288
9791,ssk                                                Score: 0.1825875964651176
9792,vughterstraat                                      Score: 0.1825719322835898
9793,eei                                                Score: 0.1825195316236258
9794,stralend                                           Score: 0.18251078973927712
9795,werkpl                                             Score: 0.18248558114125626
9796,fiatservice                                        Score: 0.18247069060192786
9797,aaav                                               Score: 0.18242604517439845
9798,frj                                                Score: 0.1823823325006626
9799,verbruiken                                         Score: 0.18237659647286
9800,serviceeen                                         Score: 0.1823702573159319
9801,postkantoor                                        Score: 0.18233565202749102
9802,zorgde                                             Score: 0.18232636462152554
9803,gepresenteerd                                      Score: 0.18225889958840835
9804,aanpassen                                          Score: 0.18224959166948057
9805,pietersen                                          Score: 0.18221203898207727
9806,bhf                                                Score: 0.18216749162749343
9807,ceerd                                              Score: 0.18215469190434466
9808,niii                                               Score: 0.1821510273785924
9809,tentoongesteld                                     Score: 0.1821294209886399
9810,lijkheid                                           Score: 0.18202211839818655
9811,ifs                                                Score: 0.18201279568097953
9812,bijtelling                                         Score: 0.18197769715064832
9813,microafstelling                                    Score: 0.18197477978186485
9814,simpelweg                                          Score: 0.1819539364188463
9815,zine                                               Score: 0.18192248483939283
9816,toa                                                Score: 0.18186906260393712
9817,dem                                                Score: 0.18185837098141833
9818,ingeruild                                          Score: 0.1818569278324838
9819,begerenswaardige                                   Score: 0.18185360465416345
9820,berichten                                          Score: 0.18182273996574289
9821,dwz                                                Score: 0.1818205144733089
9822,produktiemethoden                                  Score: 0.18179581666039224
9823,verlagen                                           Score: 0.1817659091853038
9824,magnetische                                        Score: 0.18174282189949806
9825,stip                                               Score: 0.18169739092693205
9826,jaarrente                                          Score: 0.18166522646142713
9827,bilt                                               Score: 0.18164409771444992
9828,spakig                                             Score: 0.1816323318960658
9829,nrr                                                Score: 0.18163014027561591
9830,rijen                                              Score: 0.18157585972457607
9831,eend                                               Score: 0.18154050138096134
9832,mainline                                           Score: 0.18154025237975804
9833,bln                                                Score: 0.18152967254406058
9834,icl                                                Score: 0.18150171558066977
9835,beck                                               Score: 0.18144537869368907
9836,fmp                                                Score: 0.18143479148323668
9837,vertrouw                                           Score: 0.1814086054906866
9838,ffif                                               Score: 0.18137617522440957
9839,standaardtype                                      Score: 0.18137281415478432
9840,beschermde                                         Score: 0.18137177203604077
9841,bier                                               Score: 0.18136968728712063
9842,filiaal                                            Score: 0.181359149363911
9843,bleken                                             Score: 0.18135345849645285
9844,titi                                               Score: 0.18133010690205706
9845,zoo                                                Score: 0.18132073495095072
9846,sound                                              Score: 0.18130346707932032
9847,orenault                                           Score: 0.18128277399474418
9848,legen                                              Score: 0.1812752343130758
9849,vjh                                                Score: 0.18127347374200492
9850,rijomstandigheid                                   Score: 0.18121355469551811
9851,slip                                               Score: 0.18118667925635645
9852,gemakkelijkste                                     Score: 0.1811358859820612
9853,kring                                              Score: 0.1811306134525076
9854,doorgevoerd                                        Score: 0.1811098412525036
9855,fift                                               Score: 0.18109894750819988
9856,praktischer                                        Score: 0.18107342202241197
9857,klh                                                Score: 0.1810633864946864
9858,smeermet                                           Score: 0.1810292089817698
9859,onbelast                                           Score: 0.18098149458438909
9860,vignet                                             Score: 0.18095546979061136
9861,vff                                                Score: 0.18094135755538898
9862,schep                                              Score: 0.18091865628319365
9863,wrdt                                               Score: 0.1809129138879799
9864,kaartje                                            Score: 0.1809011462952388
9865,iph                                                Score: 0.18088970743632993
9866,geest                                              Score: 0.18084381174777672
9867,mbb                                                Score: 0.18079546957091883
9868,wbr                                                Score: 0.1807948138878617
9869,leonardlang                                        Score: 0.18079026354649408
9870,wfr                                                Score: 0.18078858248767316
9871,geluids                                            Score: 0.18077679759547832
9872,winterswijk                                        Score: 0.1807658353252557
9873,messcherpe                                         Score: 0.18075624150514583
9874,wasautomaat                                        Score: 0.18074716000538166
9875,lbl                                                Score: 0.18073388946271973
9876,kilometrage                                        Score: 0.1806828555789322
9877,barnhoorn                                          Score: 0.18065028118174556
9878,landing                                            Score: 0.18064982099759125
9879,koppelingen                                        Score: 0.18062556782896538
9880,paviljoen                                          Score: 0.1805861246321746
9881,sleurweg                                           Score: 0.1805825484838866
9882,beantwoord                                         Score: 0.18057944888119087
9883,tjr                                                Score: 0.18054512870809958
9884,ajl                                                Score: 0.1805199397450522
9885,uip                                                Score: 0.18049239347960283
9886,geleen                                             Score: 0.18047551039304682
9887,plekjes                                            Score: 0.18046613775469897
9888,jwr                                                Score: 0.1804410371060333
9889,filosofie                                          Score: 0.18039941932916295
9890,tingen                                             Score: 0.18038041377276431
9891,geliefd                                            Score: 0.1803148269759139
9892,iliii                                              Score: 0.1802581153917344
9893,eel                                                Score: 0.18025803214170255
9894,eni                                                Score: 0.18025238184353554
9895,kleurige                                           Score: 0.18024456094674932
9896,pictures                                           Score: 0.1802100490091549
9897,regulator                                          Score: 0.1802083573015265
9898,verge                                              Score: 0.18017301669302765
9899,vormde                                             Score: 0.18014923150688805
9900,schild                                             Score: 0.18014342267134478
9901,verbaar                                            Score: 0.18011308107536048
9902,ivt                                                Score: 0.18005206228954815
9903,opgeklapt                                          Score: 0.18002756750606255
9904,gunstigste                                         Score: 0.18002398459727448
9905,cassettespeler                                     Score: 0.1800141019155273
9906,howard                                             Score: 0.17997675142975678
9907,onhandige                                          Score: 0.17995222709974068
9908,lichtmetaal                                        Score: 0.17993884564235077
9909,bouwers                                            Score: 0.17983967792270833
9910,voorgoed                                           Score: 0.17976333253555976
9911,wendbare                                           Score: 0.17974141235000823
9912,vakantieaanbieding                                 Score: 0.17972832163792105
9913,bosboom                                            Score: 0.17967335549039634
9914,rendabel                                           Score: 0.17955713092769315
9915,wars                                               Score: 0.17955706632886267
9916,mondelinge                                         Score: 0.1795457611139384
9917,saloon                                             Score: 0.17948983717549727
9918,veiligheidsstoelen                                 Score: 0.17948046825230246
9919,grd                                                Score: 0.17944540728965294
9920,extragroot                                         Score: 0.17942902335292576
9921,architectuur                                       Score: 0.17937771162733712
9922,cameras                                            Score: 0.17934862000560248
9923,vaders                                             Score: 0.1793485165885353
9924,energiek                                           Score: 0.1792940924895311
9925,lbf                                                Score: 0.17928030519206456
9926,plekken                                            Score: 0.17928025934067554
